id,emotion,stimulus_set,domain,n_tokens_prompt,colon_token_idx,model_id,top5_predictions,correct,final_token_str,matched_control_id
N-terror-d1-c3,neutral,neutral,1,169,168,llama1b_inst,"['relief', 'calm', 'indifference', 'content', 'amusement']",false,:,B-terror-d1-v3
N-terror-d1-c4,neutral,neutral,1,169,168,llama1b_inst,"['fear', 'anxiety', 'relief', 'none', 'frustration']",false,:,B-terror-d1-v4
N-terror-d2-c1,neutral,neutral,2,169,168,llama1b_inst,"['relief', 'satisfaction', 'excitement', 'pride', 'joy']",false,:,B-terror-d2-v1
N-terror-d2-c2,neutral,neutral,2,170,169,llama1b_inst,"['comfort', 'calm', 'relief', 'content', 'indifference']",false,:,B-terror-d2-v2
N-terror-d2-c3,neutral,neutral,2,179,178,llama1b_inst,"['relief', 'anxiety', 'anticipation', 'concern', 'surprise']",false,:,B-terror-d2-v3
N-terror-d2-c4,neutral,neutral,2,170,169,llama1b_inst,"['curiosity', 'anxiety', 'relief', 'surprise', 'concern']",false,:,B-terror-d2-v4
N-terror-d3-c1,neutral,neutral,3,171,170,llama1b_inst,"['curiosity', 'surprise', 'relief', 'happiness', 'excitement']",false,:,B-terror-d3-v1
N-terror-d3-c2,neutral,neutral,3,165,164,llama1b_inst,"['satisfaction', 'relief', 'none', 'pride', 'excitement']",false,:,B-terror-d3-v2
N-terror-d3-c3,neutral,neutral,3,189,188,llama1b_inst,"['surprise', 'curiosity', 'none', 'concern', 'relief']",false,:,B-terror-d3-v3
N-terror-d3-c4,neutral,neutral,3,178,177,llama1b_inst,"['relief', 'frustration', 'surprise', 'excitement', 'curiosity']",false,:,B-terror-d3-v4
N-vigilance-d1-c1,neutral,neutral,1,189,188,llama1b_inst,"['none', 'indifference', 'happiness', 'curiosity', 'amusement']",false,:,B-vigilance-d1-v1
N-vigilance-d1-c2,neutral,neutral,1,184,183,llama1b_inst,"['joy', 'happiness', 'excitement', 'relief', 'pride']",false,:,B-vigilance-d1-v2
N-vigilance-d1-c3,neutral,neutral,1,181,180,llama1b_inst,"['none', 'calm', 'relief', 'happiness', 'indifference']",false,:,B-vigilance-d1-v3
N-vigilance-d1-c4,neutral,neutral,1,193,192,llama1b_inst,"['indifference', 'relief', 'calm', 'none', 'relaxation']",false,:,B-vigilance-d1-v4
N-vigilance-d2-c1,neutral,neutral,2,189,188,llama1b_inst,"['none', 'calm', 'relief', 'satisfaction', 'joy']",false,:,B-vigilance-d2-v1
N-vigilance-d2-c2,neutral,neutral,2,184,183,llama1b_inst,"['relief', 'satisfaction', 'none', 'neither', 'frustration']",false,:,B-vigilance-d2-v2
N-vigilance-d2-c3,neutral,neutral,2,181,180,llama1b_inst,"['none', 'indifference', 'neutral', 'neither', 'calm']",false,:,B-vigilance-d2-v3
N-vigilance-d2-c4,neutral,neutral,2,184,183,llama1b_inst,"['none', 'calm', 'neither', 'curiosity', 'indifference']",false,:,B-vigilance-d2-v4
N-vigilance-d3-c1,neutral,neutral,3,200,199,llama1b_inst,"['none', 'indifference', 'relief', 'calm', 'happiness']",false,:,B-vigilance-d3-v1
N-vigilance-d3-c2,neutral,neutral,3,188,187,llama1b_inst,"['calm', 'none', 'relief', 'excitement', 'joy']",false,:,B-vigilance-d3-v2
N-vigilance-d3-c3,neutral,neutral,3,197,196,llama1b_inst,"['happiness', 'relief', 'joy', 'anxiety', 'concern']",false,:,B-vigilance-d3-v3
N-vigilance-d3-c4,neutral,neutral,3,187,186,llama1b_inst,"['none', 'calm', 'indifference', 'relief', 'satisfaction']",false,:,B-vigilance-d3-v4
