id,emotion,stimulus_set,domain,n_tokens_prompt,colon_token_idx,model_id,top5_predictions,correct,final_token_str,matched_control_id
N-terror-d2-c1,neutral,neutral,2,174,173,gemma9b_base,"['relief', 'fear', 'anxiety', 'calm', 'joy']",false,:,B-terror-d2-v1
N-terror-d2-c2,neutral,neutral,2,175,174,gemma9b_base,"['sadness', 'boredom', 'concern', 'compassion', 'worry']",false,:,B-terror-d2-v2
N-terror-d2-c3,neutral,neutral,2,182,181,gemma9b_base,"['fear', 'anxiety', 'anticipation', 'nervousness', 'worry']",false,:,B-terror-d2-v3
N-terror-d2-c4,neutral,neutral,2,176,175,gemma9b_base,"['anxiety', 'fear', 'nervousness', 'worry', 'anticipation']",false,:,B-terror-d2-v4
N-terror-d3-c1,neutral,neutral,3,175,174,gemma9b_base,"['fear', 'anger', 'anxiety', 'worry', 'confusion']",false,:,B-terror-d3-v1
N-terror-d3-c2,neutral,neutral,3,173,172,gemma9b_base,"['fear', 'anxiety', 'worry', 'Fear', 'relief']",false,:,B-terror-d3-v2
N-terror-d3-c3,neutral,neutral,3,201,200,gemma9b_base,"['anger', 'curiosity', 'relief', 'fear', 'anxiety']",false,:,B-terror-d3-v3
N-terror-d3-c4,neutral,neutral,3,185,184,gemma9b_base,"['anger', 'annoyance', 'fear', 'relief', 'anxiety']",false,:,B-terror-d3-v4
N-vigilance-d1-c1,neutral,neutral,1,191,190,gemma9b_base,"['boredom', 'happiness', 'contentment', 'joy', 'indifference']",false,:,B-vigilance-d1-v1
N-vigilance-d1-c2,neutral,neutral,1,190,189,gemma9b_base,"['pride', 'fear', 'anxiety', 'joy', 'worry']",false,:,B-vigilance-d1-v2
N-vigilance-d1-c3,neutral,neutral,1,189,188,gemma9b_base,"['anxiety', 'worry', 'fear', 'relief', 'concern']",false,:,B-vigilance-d1-v3
N-vigilance-d1-c4,neutral,neutral,1,195,194,gemma9b_base,"['boredom', 'anxiety', 'fear', 'calm', 'bored']",false,:,B-vigilance-d1-v4
N-vigilance-d2-c1,neutral,neutral,2,190,189,gemma9b_base,"['anxiety', 'fear', 'excitement', 'confidence', 'anticipation']",false,:,B-vigilance-d2-v1
N-vigilance-d2-c2,neutral,neutral,2,186,185,gemma9b_base,"['anticipation', 'frustration', 'excitement', 'anxiety', 'relief']",false,:,B-vigilance-d2-v2
N-vigilance-d2-c3,neutral,neutral,2,188,187,gemma9b_base,"['boredom', 'calm', 'calmness', 'contentment', 'indifference']",false,:,B-vigilance-d2-v3
N-vigilance-d2-c4,neutral,neutral,2,186,185,gemma9b_base,"['boredom', 'calm', 'satisfaction', 'joy', 'pride']",false,:,B-vigilance-d2-v4
N-vigilance-d3-c1,neutral,neutral,3,201,200,gemma9b_base,"['boredom', 'anticipation', 'bored', 'excitement', 'calm']",false,:,B-vigilance-d3-v1
N-vigilance-d3-c2,neutral,neutral,3,190,189,gemma9b_base,"['fear', 'relief', 'excitement', 'joy', 'pride']",false,:,B-vigilance-d3-v2
N-vigilance-d3-c3,neutral,neutral,3,203,202,gemma9b_base,"['happiness', 'boredom', 'joy', 'anger', 'anxiety']",false,:,B-vigilance-d3-v3
N-vigilance-d3-c4,neutral,neutral,3,195,194,gemma9b_base,"['boredom', 'fear', 'anxiety', 'une', 'calm']",false,:,B-vigilance-d3-v4
