id,emotion,stimulus_set,domain,n_tokens_prompt,colon_token_idx,model_id,top5_predictions,correct,final_token_str,matched_control_id
N-terror-d2-c3,neutral,neutral,2,179,178,llama8b_base,"['anxiety', 'anticipation', 'fear', 'excitement', 'nervous']",false,:,B-terror-d2-v3
N-terror-d2-c4,neutral,neutral,2,170,169,llama8b_base,"['anxiety', 'fear', 'boredom', 'calm', 'neutral']",false,:,B-terror-d2-v4
N-terror-d3-c1,neutral,neutral,3,171,170,llama8b_base,"['fear', 'confusion', 'anxiety', 'boredom', 'surprise']",false,:,B-terror-d3-v1
N-terror-d3-c2,neutral,neutral,3,165,164,llama8b_base,"['calm', 'security', 'fear', 'safety', 'anxiety']",false,:,B-terror-d3-v2
N-terror-d3-c3,neutral,neutral,3,189,188,llama8b_base,"['calm', 'neutral', 'relief', 'fear', 'surprise']",false,:,B-terror-d3-v3
N-terror-d3-c4,neutral,neutral,3,178,177,llama8b_base,"['boredom', 'neutral', 'fear', 'surprise', 'relief']",false,:,B-terror-d3-v4
N-vigilance-d1-c1,neutral,neutral,1,189,188,llama8b_base,"['calm', 'happiness', 'boredom', 'joy', 'neutral']",false,:,B-vigilance-d1-v1
N-vigilance-d1-c2,neutral,neutral,1,184,183,llama8b_base,"['fear', 'anxiety', 'pride', 'worry', 'joy']",false,:,B-vigilance-d1-v2
N-vigilance-d1-c3,neutral,neutral,1,181,180,llama8b_base,"['calm', 'anxiety', 'fear', 'worry', 'confusion']",false,:,B-vigilance-d1-v3
N-vigilance-d1-c4,neutral,neutral,1,193,192,llama8b_base,"['boredom', 'calm', 'neutral', 'alert', 'indifference']",false,:,B-vigilance-d1-v4
N-vigilance-d2-c1,neutral,neutral,2,189,188,llama8b_base,"['calm', 'confidence', 'anticipation', 'neutral', 'excitement']",false,:,B-vigilance-d2-v1
N-vigilance-d2-c2,neutral,neutral,2,184,183,llama8b_base,"['anxiety', 'frustration', 'boredom', 'anticipation', 'neutral']",false,:,B-vigilance-d2-v2
N-vigilance-d2-c3,neutral,neutral,2,181,180,llama8b_base,"['calm', 'boredom', 'neutral', 'indifference', 'none']",false,:,B-vigilance-d2-v3
N-vigilance-d2-c4,neutral,neutral,2,184,183,llama8b_base,"['calm', 'boredom', 'neutral', 'concentration', 'indifference']",false,:,B-vigilance-d2-v4
N-vigilance-d3-c1,neutral,neutral,3,200,199,llama8b_base,"['boredom', 'calm', 'neutral', 'focus', 'anticipation']",false,:,B-vigilance-d3-v1
N-vigilance-d3-c2,neutral,neutral,3,188,187,llama8b_base,"['calm', 'relief', 'neutral', 'satisfaction', 'joy']",false,:,B-vigilance-d3-v2
N-vigilance-d3-c3,neutral,neutral,3,197,196,llama8b_base,"['calm', 'happiness', 'neutral', 'anxiety', 'joy']",false,:,B-vigilance-d3-v3
N-vigilance-d3-c4,neutral,neutral,3,187,186,llama8b_base,"['boredom', 'calm', 'neutral', 'indifference', 'neutrality']",false,:,B-vigilance-d3-v4
